gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,62,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,90.99,5644.42,No
Male,0,No,No,62,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card,42.16,2607.56,No
Female,0,No,Yes,61,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,82.85,5055.22,No
Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card,27.18,1649.86,No
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Credit card,93.11,1776.69,No
Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Mailed check,41.62,1705.82,Yes
Female,0,Yes,Yes,23,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,26.69,613.56,No
Male,1,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,37.45,1982.78,No
Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,60.45,730.83,No
Female,0,No,No,41,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,58.05,2371.44,Yes
Female,0,Yes,No,49,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,28.18,1384.39,No
Female,0,Yes,Yes,28,No,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card,18.66,526.06,No
Female,0,Yes,No,56,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,73.12,4094.85,Yes
Male,0,Yes,Yes,39,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,44.27,1721.96,Yes
Male,1,No,No,13,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card,37.25,482.03,No
Male,1,Yes,No,37,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,112.38,4167.6,No
Female,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer,41.91,3009.4,No
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,65.72,2702.61,Yes
Female,1,Yes,No,62,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,Yes,Two year,No,Credit card,42.92,2653.5,No
Male,0,No,No,40,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,No,Credit card,27.82,1103.54,No
Female,0,Yes,Yes,33,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,83.73,2771.69,No
Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,95.34,5.9,No
Female,0,No,Yes,15,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer,115.09,1722.98,No
Female,1,No,Yes,38,No,No phone service,DSL,Yes,No,No,Yes,No internet service,No,One year,Yes,Mailed check,77.75,2962.49,No
Female,1,Yes,No,35,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,28.56,990.17,No
Female,0,No,Yes,19,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,108.36,2062.02,No
Male,1,No,Yes,38,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,118.08,4484.96,Yes
Female,0,Yes,No,36,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,61.32,2217.42,No
Female,1,No,No,64,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card,87.87,5622.44,No
Female,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,99.53,3973.03,No
Female,0,No,Yes,10,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,118.44,1181.16,No
Female,0,Yes,No,39,No,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,88.9,3475.55,No
Female,0,No,Yes,18,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,One year,No,Credit card,100.06,1792.39,No
Female,0,Yes,No,44,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card,44.57,1954.8,Yes
Male,0,No,No,38,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,119.37,4539.4,No
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,55.95,173.11,No
Male,0,No,No,5,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Credit card,32.89,160.47,No
Male,1,Yes,No,51,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer,94.81,4834.3,Yes
Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.68,1127.24,Yes
Female,1,Yes,Yes,30,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,31.63,954.12,Yes
Male,0,No,Yes,5,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,101.86,517.04,No
Female,0,No,No,22,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,25.81,562.37,No
Female,0,No,Yes,25,No,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,45.07,1120.81,No
Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,48.07,1014.3,No
Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,50.88,3616.75,Yes
Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,47.68,2331.44,Yes
Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,49.38,844.76,No
Female,0,No,Yes,1,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,59.28,69.17,No
Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,33.95,269.73,No
Female,0,Yes,No,5,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,99.67,502.13,No
Female,0,No,No,46,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Credit card,100.71,4623.84,No
Female,1,No,Yes,56,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,19.19,1073.7,No
Female,0,No,No,59,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No,One year,Yes,Electronic check,112.48,6631.43,Yes
Male,1,Yes,Yes,32,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.03,2696.16,No
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,56.97,741.8,No
Male,0,Yes,Yes,21,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Mailed check,37.3,774.72,No
Female,0,No,Yes,26,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Credit card,50.1,1294.79,Yes
Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,48.23,384.28,No
Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,80.89,2338.44,Yes
Female,0,No,Yes,58,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,23.32,1351.93,No
Female,0,Yes,Yes,66,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,89.29,5896.5,Yes
Male,0,Yes,No,23,Yes,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,19.34,443.57,No
Male,0,Yes,Yes,2,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer,84.41,165.85,No
Male,1,No,Yes,59,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.21,4266.2,No
Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,33.74,840.58,No
Female,0,No,Yes,64,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.53,2536.67,No
Male,0,Yes,No,19,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,74.52,1408.29,No
Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,40.69,129.04,No
Female,1,No,No,45,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer,23.25,1052.0,No
Female,0,No,Yes,66,Yes,No,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card,48.57,3204.98,No
Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,23.17,1560.16,Yes
Female,1,Yes,No,65,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,82.74,5373.15,No
Female,0,No,No,53,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,99.73,5291.14,No
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer,22.43,68.51,No
Male,0,No,Yes,63,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer,23.51,1477.73,No
Female,0,Yes,No,31,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card,66.78,2075.79,Yes
Male,0,Yes,No,38,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,101.88,3873.36,Yes
Female,0,No,Yes,28,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card,43.99,1228.7,No
Female,0,Yes,No,4,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,35.14,131.07,No
Female,0,No,No,50,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,98.69,4940.54,No
Female,0,No,No,63,Yes,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,98.91,6236.56,No
Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,44.58,406.16,No
Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Mailed check,109.17,4358.43,No
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Bank transfer,65.28,1040.51,No
Female,0,No,No,46,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,100.87,4641.42,Yes
Male,0,Yes,No,49,No,Yes,No,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,49.54,2420.68,No
Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer,88.21,882.81,No
Male,0,No,No,21,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer,87.65,1844.9,No
Male,0,Yes,Yes,71,Yes,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,110.04,7813.29,No
Female,1,No,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Mailed check,18.21,809.9,Yes
Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,52.13,-1.23,No
Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,111.04,5003.84,Yes
Male,0,No,Yes,48,No,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Electronic check,25.76,1237.0,No
Male,0,No,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,51.2,3678.79,Yes
Female,0,No,Yes,55,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Credit card,44.4,2443.71,No
Female,0,Yes,Yes,28,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,No,Mailed check,106.04,2962.72,No
Male,0,No,No,51,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Electronic check,18.97,968.4,No
Female,0,Yes,No,66,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Mailed check,116.76,7706.34,No
Female,0,No,No,54,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,117.19,6325.8,No
Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,59.1,2185.87,No
Female,0,Yes,Yes,59,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,25.31,1487.71,No
Male,1,Yes,No,59,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Bank transfer,105.5,6231.01,Yes
Female,0,Yes,Yes,56,Yes,No,No,Yes,No,No internet service,No,No,Yes,Two year,Yes,Credit card,117.75,6592.44,No
Male,1,No,Yes,59,No,Yes,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,52.07,3075.96,No
Female,1,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Credit card,21.26,254.52,No
Male,0,Yes,No,48,Yes,No,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,23.96,1141.37,No
Male,0,Yes,Yes,39,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,27.17,1054.34,No
Male,0,Yes,No,6,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Credit card,32.32,198.5,No
Female,1,No,No,12,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,111.32,1326.45,No
Male,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,One year,No,Electronic check,100.6,3832.69,No
Female,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,59.41,706.62,Yes
Female,0,Yes,No,3,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,21.55,61.9,Yes
Female,1,Yes,Yes,32,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card,29.22,931.69,Yes
Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,No,Credit card,46.8,1878.62,No
Female,0,No,Yes,3,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,41.82,134.18,No
Female,0,Yes,No,15,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,43.64,650.45,Yes
Male,1,No,Yes,15,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,84.2,1263.51,No
Male,0,No,No,71,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,68.11,4832.9,Yes
Male,0,Yes,No,71,Yes,Yes,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Credit card,59.28,4199.67,No
Female,0,No,Yes,57,No,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,45.17,2578.19,No
Female,0,No,Yes,26,Yes,No phone service,No,No,No internet service,No internet service,No,No,No internet service,One year,No,Credit card,22.4,582.96,No
Female,0,Yes,Yes,6,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,39.11,237.95,No
Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,76.67,3228.0,No
Female,0,Yes,No,47,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer,70.84,3330.0,No
Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,68.13,3402.81,Yes
Male,0,Yes,No,20,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,106.9,2143.7,No
Female,0,Yes,Yes,62,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card,93.86,5812.77,No
Female,0,No,Yes,31,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,27.77,851.57,Yes
Male,0,No,Yes,12,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,116.09,1403.0,No
Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,18.15,1280.0,No
Male,0,No,No,30,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,63.37,1895.31,Yes
Female,0,Yes,Yes,52,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,90.04,4672.86,No
Female,0,No,No,42,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,19.29,816.33,Yes
Male,1,Yes,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,32.07,410.74,No
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card,116.2,236.92,Yes
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,51.98,3218.53,No
Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,20.38,903.37,No
Female,0,No,No,20,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,No,Electronic check,62.06,1235.46,No
Male,0,No,No,29,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,53.04,1530.15,Yes
Female,0,Yes,No,61,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Two year,No,Credit card,119.33,7285.84,No
Female,0,Yes,Yes,63,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,18.41,1168.24,Yes
Male,1,No,No,67,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,80.93,5412.93,Yes
Male,0,Yes,No,35,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,78.79,2751.11,No
